"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090150","GO:0090150","establishment of protein localization to membrane","110/5323","219/14636",1.666270722935e-05,0.0014154776093872,0.00119850999295778,"AGK/AKAP5/AKT2/AP3B1/ARFRP1/ARL6IP1/ATAD1/ATP13A1/ATP6AP1/BAG6/BAX/BBS2/BCS1L/BID/CAMLG/CD24/CDK5/CDK5R1/CHM/CHMP4A/CHMP4B/CLN3/CPLX1/CSK/EGFR/ERBB2/FIS1/GDI1/GET4/GGA2/GOLGA7B/GOLPH3/GRIN3B/GRIP2/HRAS/HSP90AA1/HSPA4/HSPA5/ICMT/INPP5K/ITGB1BP1/KIF13A/MACF1/MFF/MICALL1/MTCH1/MTCH2/MTX1/MYO1C/NACA/NCLN/NSF/OPTN/PEX19/PEX26/PEX5/PREPL/RAB10/RAB11B/RAB26/RAB31/RAB3GAP1/RAB7A/RAB8A/RAB8B/RDX/REEP2/RFTN1/RSC1A1/SAMM50/SCARB2/SCRIB/SDCBP/SEC61A1/SEC61A2/SEC63/SGTA/SNAP25/SORL1/SRP14/SRP68/SRPRB/SSR1/TIMM10/TIMM13/TIMM8A/TIMM9/TMCO1/TOMM20/TOMM22/TOMM40/TOMM6/TRAM1L1/UBL4A/VAMP2/VAMP3/VPS35/VPS37B/VPS37C/WDR83OS/ZDHHC12/ZDHHC18/ZDHHC21/ZDHHC23/ZDHHC3/ZDHHC4/ZDHHC6/ZDHHC7/ZDHHC9/ZFAND2B",110
"GO:0034502","GO:0034502","protein localization to chromosome","53/5323","91/14636",1.69827777860749e-05,0.0014154776093872,0.00119850999295778,"ACD/ATR/ATRX/AURKB/BOD1/BRD2/BRD3/CCT2/CCT3/CCT5/CCT6A/CCT7/CDK9/CENPQ/CHAMP1/CHMP7/CTCF/CTCFL/DKC1/GNL3/GNL3L/HTATSF1/IFFO1/IK/JARID2/KNTC1/LRWD1/MMS22L/MSH2/MTBP/PARP1/PARP3/PIAS4/PLK1/POT1/PPHLN1/RCC2/RNF4/RPA1/RPA2/RUVBL2/SETD2/SIRT6/TERF2IP/TOPBP1/TRAPPC12/VCP/VCPIP1/WBP2/XRCC5/ZMYND8/ZW10/ZWILCH",53
"GO:0098813","GO:0098813","nuclear chromosome segregation","134/5323","276/14636",1.93014699519657e-05,0.00157450714459227,0.00133316312053443,"ACTB/ACTL6A/ACTR2/AKAP8/ANAPC5/ANAPC7/ARHGEF10/ARID1B/ARID2/ASPM/AURKB/BAG6/BAZ1B/BCCIP/BCL7A/BCL7B/BCL7C/BIRC5/BOD1/BRD7/BRIP1/C9orf78/CCDC61/CCNB1/CCNB1IP1/CCNE1/CDC16/CDC20/CDC42/CDC6/CDCA5/CDCA8/CENPI/CENPK/CENPQ/CHAMP1/CHFR/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/DDB1/DPF1/DPF2/DRG1/DYNC1LI1/EHMT2/ESPL1/FAM83D/GEM/GEN1/HNRNPU/HSPA1A/HSPA1B/IK/INCENP/INO80/KAT5/KATNB1/KIF18B/KIF22/KIF2C/KIF3B/KIF4A/KIF4B/KIFC1/KNTC1/KPNB1/LSM14A/MAD2L2/MAP9/MAPRE1/MIS12/MLH1/MSH4/MYBL2/NCAPG2/NCAPH/NCAPH2/NSL1/NUDC/NUMA1/NUSAP1/PBRM1/PIBF1/PLK1/PMF1/POLDIP2/PPP2R1A/PRICKLE1/PSRC1/PTTG1/PTTG3P/RAN/RANGRF/RCC2/RHOA/RMI2/RRS1/SEH1L/SIRT2/SIRT7/SKA1/SKA3/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMC1A/SMC3/SPAG5/SPC24/SPC25/SPICE1/STAG1/SYCE1L/SYCP2/TACC3/TOP2A/TRAPPC12/TRIP13/TTL/UBE2C/UHRF1/VPS4A/WRAP73/XRCC3/ZW10/ZWILCH/ZWINT",134
"GO:0016241","GO:0016241","regulation of macroautophagy","86/5323","165/14636",2.36612463725568e-05,0.00188994205400797,0.00160024745203871,"ADCY10/ADRB2/AKT1/ATG12/ATG14/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V0D1/ATP6V0E2/ATP6V1A/ATP6V1B1/ATP6V1B2/ATP6V1C1/ATP6V1G1/ATP6V1G2/ATP6V1H/BAG3/BNIP3L/C9orf72/CAPN1/CAPNS1/CASP3/CDK5/CDK5R1/CLEC16A/CLN3/CSNK2A1/CTTN/EHMT2/ERN1/EXOC4/EXOC7/EXOC8/FBXO7/FBXW7/FEZ1/FYCO1/FZD5/GSK3A/HIF1A/HMOX1/HSPB8/HTT/IRGM/LARP1/MAPK3/MTOR/NOD2/NRBP2/NUPR1/OPTN/PHF23/PIP4K2B/PIP4K2C/POLDIP2/PRKAA2/PRKACA/RAB3GAP1/RALB/RIPK2/RNF31/RNF41/SCFD1/SESN2/SESN3/SMCR8/SNX32/SREBF1/SUPT5H/TBC1D25/TBK1/TMEM39A/TRIM13/TSC2/TSPO/UBQLN4/UCHL1/ULK1/VDAC1/VPS13D/VPS26A/VPS26B/VPS35/WAC/WIPI1",86
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","53/5323","92/14636",2.59723292935047e-05,0.00200876979406445,0.00170086100675254,"AATF/ABT1/BMS1/BYSL/C1orf131/DHX37/DNTTIP2/EMG1/ERAL1/ERCC2/EXOSC10/FBL/FCF1/HEATR1/IMP3/IMP4/KRI1/LSM6/LTV1/MPHOSPH10/MRPS7/NAT10/NGDN/NOL10/NOL11/NOL6/NOP14/PWP2/RIOK3/RPP40/RPS15/RPS15A/RPS19BP1/RPS23/RPS27/RPS27L/RPS3A/RPSA/RRP36/RRP7A/RRP9/RRS1/SRFBP1/SURF6/TSR1/TSR2/UTP15/UTP18/UTP20/UTP3/WDR43/WDR46/XRCC5",53
"GO:0048193","GO:0048193","Golgi vesicle transport","133/5323","275/14636",2.61967891766361e-05,0.00200876979406445,0.00170086100675254,"ANK1/ANKFY1/AP1G1/AP2A1/AP3D1/ARCN1/ARF3/ARF4/ARF5/ARFGAP2/ARFGAP3/ARFGEF2/ARFRP1/ARL3/ATP9A/BBS2/BCAP31/BET1L/CCDC22/CCDC93/CLN3/COG1/COG2/COG8/COPE/COPG2/COPZ2/CREB3L2/CSK/CSNK1D/CYTH3/DNM2/ERGIC1/ERGIC3/EXOC4/EXOC5/EXOC8/GAK/GBF1/GCC2/GGA2/GOLGA5/GOLPH3/GOLT1B/GOSR2/HTT/INSIG1/KDELR1/KDELR2/KDELR3/KIF13A/KIF1C/LAMP1/LMAN1/LMAN2/MACF1/MIA3/MON2/MYO5A/NAPA/NAPG/NKD2/NRBP1/NSF/OPTN/OSBPL5/PDCD6/PEF1/PGAP1/PICK1/PPP6C/PREPL/RAB10/RAB13/RAB1B/RAB26/RAB31/RAB33B/RAB6B/RAB6C/RAB8A/RAB8B/RABEP1/RANGRF/RER1/RINT1/RSC1A1/SAR1A/SAR1B/SCAMP3/SCFD1/SCYL1/SEC13/SEC16A/SEC24C/SEC24D/SEC31A/SEC31B/SLC10A7/SNAP23/SNX12/SNX3/SNX8/SORCS1/SORL1/SORT1/SPAST/SPIRE2/STEAP2/TAPBP/TBC1D14/TEX261/TMED1/TMED2/TMED7/TMEM115/TRAPPC1/TRAPPC10/TRAPPC12/TRAPPC2L/TRAPPC3/TRAPPC5/TRAPPC6A/VAMP2/VAMP3/VAPB/VCP/VTI1A/VTI1B/WIPI1/YIPF4/YKT6/ZW10",133
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","88/5323","170/14636",2.68849127910844e-05,0.00202111285570622,0.00171131209592785,"AKT1/ATXN3/AXIN1/BAG6/BCAP31/BTRC/CAMLG/CAV1/CDC20/CHFR/CLU/CSNK1D/DAB2/DAB2IP/DDA1/DVL1/EIF3H/FBXW7/FHIT/FMR1/FZR1/GCLC/GLMN/GNA12/GPX1/GSK3A/HECTD1/HERPUD1/HSP90AB1/HSPA1A/HSPA1B/HSPBP1/KEAP1/LAMP3/MAP1A/MDM2/N4BP1/NKD2/NUPR1/OGT/PARK7/PHF20L1/PITHD1/PKD1/PLK1/PLK3/PRICKLE1/PRKACA/PSMC2/PSMC3/PSMC4/PSMC5/PSMD10/PSMD14/PSME1/PSME3/PSMF1/RAD23A/RAD23B/RCHY1/RHBDF1/RNF185/RNFT2/RYBP/SGTA/SIRT2/SIRT6/SMARCC1/SOCS4/SVIP/TMF1/TMX1/TRIB2/TRIB3/UBQLN4/UCHL5/UFL1/USP13/USP14/USP19/USP25/USP5/USP7/VCP/WAC/XPO1/ZER1/ZNF418",88
"GO:0038202","GO:0038202","TORC1 signaling","51/5323","88/14636",2.9329897298936e-05,0.00216234173648134,0.0018308930937343,"AKT1/AKT1S1/ATXN3/C9orf72/CLEC16A/CTNS/DEPDC5/DEPTOR/FNIP2/GPR137/GPR137C/GPR155/ITFG2/KPTN/LAMTOR1/LAMTOR3/LARP1/MAPK3/MLST8/MTOR/NPRL3/OGT/OTUB1/OTUD5/PIH1D1/PIM1/PRKAA2/PRKACA/PRKACB/RNF152/RNF167/RPS6KB1/RPTOR/RRAGA/RRAGC/RRAGD/SEC13/SEH1L/SESN2/SESN3/SMCR8/SYK/TBK1/TSC2/UBE2D1/UBE2N/USP4/USP7/VHL/WAC/YWHAG",51
"GO:0033044","GO:0033044","regulation of chromosome organization","112/5323","226/14636",2.98915263519852e-05,0.00216234173648134,0.0018308930937343,"ACD/ACTB/ACTL6A/ACTR5/ANAPC5/ANAPC7/ARID1B/ARID2/ATF7IP/ATR/ATRX/AURKB/BAZ1B/BCL7A/BCL7B/BCL7C/BIRC5/BRD7/CCNB1/CCT2/CCT3/CCT5/CCT6A/CCT7/CDC16/CDC20/CDC6/CDCA8/CENPV/CHFR/CTCF/CTNNB1/DCP2/DKC1/DPF1/DPF2/DYNC1LI1/ESPL1/EXOSC10/FEN1/GCH1/GEN1/GNL3/GNL3L/HMBOX1/HNRNPD/HNRNPU/IK/INCENP/INO80/INO80D/INO80E/KAT5/KNTC1/LIG4/MAD2L2/MAP3K4/MAPK1/MAPK3/MAPKAPK5/MAPT/MCRS1/MNAT1/MYC/NAT10/NBN/NCAPG2/NCAPH/NCAPH2/NFRKB/NUMA1/PARN/PARP1/PBRM1/PIF1/PKIB/PLK1/POT1/PPHLN1/RAD50/RMI2/RNF4/RUVBL1/RUVBL2/SENP6/SIRT6/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMG5/SMG6/SPC24/SPC25/TACC3/TERF2IP/TOP2A/TRAPPC12/TRIM28/TRIP13/UBE2C/UCHL5/UPF1/USP7/XRCC3/XRCC5/XRN1/ZW10/ZWILCH/ZWINT",112
"GO:0034728","GO:0034728","nucleosome organization","40/5323","65/14636",3.1416968666188e-05,0.00220183072031725,0.00186432911661818,"ANP32B/ARID2/ASF1B/ATRX/BRD2/CABIN1/CHAF1A/CHAF1B/CHD2/CHRAC1/DAXX/DNAJC9/GRWD1/HIRA/HMGA1/HMGB2/HP1BP3/MCM2/MCM3AP/NAP1L1/NAP1L4/RBBP4/SART3/SET/SETD2/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMYD3/SOX9/SPTY2D1/SSRP1/SUPT16H/SUPT6H/TSPYL2/TSPYL4/UBN1",40
"GO:0006605","GO:0006605","protein targeting","136/5323","283/14636",3.15859910321984e-05,0.00220183072031725,0.00186432911661818,"ABLIM3/ADCY10/AGK/AIFM1/AKT2/AP3B1/AP3D1/AP3M1/AP4E1/AP4S1/ARIH2/ARL6IP1/ATG13/ATG14/BAG6/BAP1/BCAP31/BID/BNIP3L/CDC37/CDK5/CDK5R1/CHM/CHMP4A/CHMP4B/CLU/DNLZ/EDEM1/ERBB2/FBXO7/FBXW7/FIS1/FZD5/GCC2/GDAP1/GDI1/GET4/GOLGA7B/GRPEL1/GSK3A/HERPUD1/HGS/HRAS/HSP90AA1/HSPA1L/HSPA4/HSPA5/HSPA8/HUWE1/ICMT/INPP5K/IRGM/ITGB1BP1/KATNB1/LAMP2/LEPROT/LMAN1/LTBP2/MAN1A1/MFF/MFN2/MICALL1/MTCH1/MTCH2/MTX1/MYO1C/NACA/NAGPA/NUP54/PEX19/PEX6/PEX7/PITRM1/PMPCA/PXK/RAB7A/RASSF9/RHOU/RNF31/SAE1/SAMM50/SCARB2/SDCBP/SEC61A1/SEC61A2/SEC63/SGTA/SNX16/SORL1/SORT1/SPCS1/SREBF1/SRP14/SRP68/SRPRB/SSR1/SYNGR1/TIMM10/TIMM13/TIMM23/TIMM50/TIMM8A/TIMM9/TOMM20/TOMM22/TOMM34/TOMM40/TOMM40L/TOMM6/TRAK2/TRAM1L1/TSPO/UBE2J2/UBE2L3/UBL4A/UBL5/VPS13D/VPS37B/VPS37C/VPS41/VPS4A/VPS53/YWHAB/YWHAE/YWHAG/YWHAQ/ZDHHC12/ZDHHC18/ZDHHC21/ZDHHC23/ZDHHC3/ZDHHC4/ZDHHC6/ZDHHC7/ZDHHC9/ZFAND2B",136
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","121/5323","248/14636",3.62294687510111e-05,0.00248042469984601,0.00210021957947591,"ABL1/AIFM1/ALOX5/ATF3/ATF6/ATG10/ATP2A2/ATXN3/BAG6/BAK1/BAX/BCAP31/BCL2L1/BCL2L11/BRSK2/CAV1/CCND1/CDK5RAP3/CEBPB/CHAC1/CLGN/CLU/COPS5/CREB3/CREB3L1/CREB3L2/CREBZF/CTH/DAB2IP/DDIT3/DERL1/DNAJB12/DNAJB9/EDEM1/EDEM3/EIF2AK2/EIF2AK3/EIF2AK4/EIF2B5/EIF4G1/ERLIN2/ERN1/ERP44/FAF2/FAM8A1/FBXO44/FGF21/FOXRED2/GET4/GRINA/HERPUD1/HERPUD2/HM13/HSP90B1/HSPA1A/HSPA5/ITPR1/JUN/LPCAT3/MAN1A1/MANF/MARCKS/MBTPS2/NCK1/NOD2/NPLOC4/NUPR1/OPA1/PARK7/PARP8/PDIA2/PDIA4/PDX1/PIK3R1/PMAIP1/PPP1R15A/PPP1R15B/PTPN1/PTPN2/QRICH1/RASGRF2/RHBDD1/RNF185/RNFT2/RPAP2/SCAMP5/SEC16A/SERINC3/SERP1/SESN2/SGTA/SRPX/SVIP/TBL2/TMBIM6/TMCO1/TMED2/TMEM33/TMUB1/TMX1/TNFRSF10B/TRAF2/TRIB3/TRIM13/TRIM25/TXNDC12/UBE2G2/UBE2J2/UBE4A/UBE4B/UFC1/UFL1/UGGT2/USP13/USP14/USP19/USP25/VAPB/VCP/XBP1/YOD1",121
"GO:0042594","GO:0042594","response to starvation","97/5323","192/14636",3.82323620164512e-05,0.0025716294030013,0.00217744421899789,"ADSL/ASNS/ATF3/ATG14/ATG7/ATXN3/BCAS3/CAD/CDKN1A/CLEC16A/CPEB4/CPS1/DDIT3/DEPDC5/DSC2/EHMT2/EIF2A/EIF2AK1/EIF2AK2/EIF2AK3/EIF2AK4/FADS1/FAS/FOS/FOXK1/FOXK2/GABARAPL1/GABARAPL3/GAS2L1/GAS6/GLUL/GPR155/HSPA5/HSPA8/IFI16/IGF1R/IMPACT/INHBB/ITFG2/KAT5/KLF10/KPTN/LAMP2/LARP1/MAPK1/MAPK3/MTOR/MYBBP1A/NPRL3/PCK1/PCK2/PDK4/PEX2/PICK1/PIK3C2B/PLIN3/PMAIP1/PPARA/PPARGC1A/PPM1D/PRKAA2/RALB/RNF152/RNF167/RPTOR/RRAGA/RRAGC/RRAGD/SEH1L/SESN2/SESN3/SFRP1/SLC2A1/SLC38A2/SLC38A3/SLC7A5/SP1/SREBF1/SSTR2/SUV39H1/TBC1D5/TBL2/TSC2/TTC5/UCP2/ULK1/ULK3/UPP1/USP33/VPS41/WIPI1/WIPI2/XBP1/YWHAG/ZC3H12A/ZFP36/ZFYVE1",97
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","83/5323","160/14636",4.06683936280543e-05,0.0026551059525787,0.0022481252938398,"ACER2/AKT1/ATAD5/ATR/ATRX/AURKB/BAG6/BAX/BCL3/BDKRB2/CASP2/CD44/CDK5RAP3/CDKN1A/DDIT4/DDX5/DYRK2/E2F1/E2F2/EDA2R/EIF5A/ERCC2/FHIT/FOXM1/GTSE1/HEXIM1/HINT1/HNRNPK/IFI16/ING2/ING4/KAT5/MAP2K6/MAPKAPK5/MDM2/MDM4/MLF1/MSH2/MSX1/MTOR/MYBBP1A/MYC/MYO6/NBN/NDRG1/NOP2/NUPR1/PAXIP1/PDK2/PERP/PLK2/PLK3/PMAIP1/POU4F1/POU4F2/PPM1D/PRMT5/PSMD10/PTTG1IP/RPL26/RPS15/RPS27L/RRS1/SESN2/SHISA5/SNAI2/SOX4/SPRED1/TAF9B/TFAP4/TP53BP2/TP73/TRIAP1/TWIST1/URB2/USP10/USP15/USP2/USP28/USP7/ZMPSTE24/ZNF385A/ZNHIT1",83
"GO:0006402","GO:0006402","mRNA catabolic process","114/5323","232/14636",4.08584379765631e-05,0.0026551059525787,0.0022481252938398,"AKT1/ALKBH5/ANGEL2/APEX1/BTG2/CAPRIN1/CARHSP1/CASC3/CELF1/CIRBP/CNOT10/CNOT7/CPEB3/CSDE1/DCP1A/DCP2/DDX5/DHX34/DHX9/E2F1/EDC3/EDC4/EIF4A3/ELAVL1/ERN1/EXOSC10/EXOSC3/EXOSC5/EXOSC6/EXOSC9/FASTK/FASTKD5/FMR1/FTO/FUS/FXR2/GDNF/GTPBP1/HNRNPA0/HNRNPD/HNRNPU/HSPA1A/HSPA1B/IGF2BP1/IGF2BP2/KHSRP/LARP1/LARP1B/LARP4B/LSM2/LSM4/LSM5/LSM6/LSM7/MAPKAPK2/METTL3/MLH1/MOV10/MRTO4/NCBP1/NUDT16/PABPC1/PABPC4/PAIP1/PARN/PATL1/PDE12/PIAS4/PNRC1/POLR2G/PRKCA/PRR5L/QKI/RBM10/RBM24/RBM33/RBM8A/RC3H1/RC3H2/RNH1/RNPS1/ROCK1/SAMD4A/SAMD4B/SECISBP2/SENP1/SMG5/SMG6/SMG7/SMG8/SMG9/SUPV3L1/SYNCRIP/TBRG4/TIRAP/TNKS1BP1/TNRC6B/TOB1/TRAF2/TRAF5/TTC5/UPF1/VIM/XRN1/XRN2/YBX1/YTHDF2/YTHDF3/ZC3H12A/ZC3H14/ZC3HAV1/ZFP36/ZFP36L1/ZHX2",114
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","104/5323","209/14636",4.57488727338429e-05,0.00288994362808869,0.00244696651814115,"ACTB/ACTG1/AP1G1/AP2A1/AP2A2/AP2B1/AP2M1/AP2S1/AP3D1/AP3M2/ARC/ARHGDIA/ATAD1/ATP2A2/ATP6AP1/ATP6V0A1/ATP6V0D1/ATP6V1A/ATP6V1B1/ATP6V1B2/ATP6V1C1/ATP6V1F/ATP6V1G1/ATP6V1G2/ATP6V1H/BRSK1/BRSK2/BTBD9/CACNB4/CASK/CDK5/CDK5R1/CLCN3/CPLX1/CPLX2/CSPG5/CTBP1/CTNNB1/DNAJC5/DNM1/DNM2/DNM3/DOC2A/DVL1/FBXL20/FCHO2/FMR1/GAK/GIT1/GRIK5/GRIP2/HIP1/ITSN1/NAPA/P2RY1/PACSIN1/PCDH17/PCLO/PFN2/PIP5K1C/PLD1/PPFIA2/PPP3CB/PPP3R1/PREPL/PRKAR1B/PRRT2/RAB3B/RAB3GAP1/RAB5A/RAB8A/RAPGEF4/RIMS1/RIMS2/RIMS3/RIMS4/ROCK1/SCRIB/SCRN1/SH3GL1/SLC4A8/SNAP23/SNAP25/SNAP29/SNAPIN/SNCG/STON1/STXBP1/SYN1/SYN2/SYN3/SYNE1/SYP/SYT11/SYT2/SYT4/TBC1D24/TPRG1L/UNC13A/UNC13B/VAC14/VAMP2/VPS18/VPS35",104
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","88/5323","172/14636",4.73559295068038e-05,0.00288994362808869,0.00244696651814115,"AKAP8/ANAPC5/ANAPC7/ARHGEF10/AURKB/BAZ1B/BCCIP/BIRC5/BOD1/CCDC61/CCNB1/CDC16/CDC20/CDCA5/CDCA8/CENPI/CENPK/CHAMP1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/DRG1/DYNC1LI1/ESPL1/GEN1/HNRNPU/HSPA1A/HSPA1B/IK/INCENP/INO80/KAT5/KATNB1/KIF18B/KIF22/KIF2C/KIF3B/KIF4A/KIF4B/KIFC1/KNTC1/KPNB1/LSM14A/MAD2L2/MAP9/MAPRE1/MIS12/MYBL2/NCAPG2/NCAPH/NCAPH2/NSL1/NUDC/NUMA1/NUSAP1/PIBF1/PLK1/POLDIP2/PPP2R1A/PRICKLE1/PSRC1/RAN/RANGRF/RHOA/RRS1/SEH1L/SKA1/SKA3/SMARCA5/SMC1A/SMC3/SPAG5/SPC24/SPC25/SPICE1/STAG1/TRIP13/UBE2C/UHRF1/VPS4A/WRAP73/XRCC3/ZW10/ZWILCH/ZWINT",88
"GO:0019827","GO:0019827","stem cell population maintenance","88/5323","172/14636",4.73559295068038e-05,0.00288994362808869,0.00244696651814115,"ACTB/ACTL6A/ARID4A/ARID4B/ASPM/BCL7A/BCL7B/BCL7C/BCL9/BMP7/BRMS1/BRMS1L/CDX2/CTNNB1/CTR9/CUL4A/DDX6/DLL1/DPF2/ELAVL1/FANCC/GATA2/GNL3/HDAC1/HES1/HES5/HOOK3/IGF2BP1/ING1/ING2/JAG1/KAT2A/KDM2B/KDM3A/KIT/KLF10/KLF4/LIF/LIG4/LOXL2/MED12/MED17/MED30/METTL3/MTF2/MYC/NFIB/NOG/OGT/PAF1/PHF19/PROX1/PRRX1/RAF1/RBBP4/RBBP7/RBPJ/RTF1/SAP30/SAP30L/SETD6/SFRP1/SIN3A/SIRT6/SKI/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMC1A/SMC3/SOX4/SOX9/SRRT/SS18/STAT3/TAF5L/TAF6L/TBX1/TET1/TRIM8/WDR43/YAP1/ZC3H13/ZHX2/ZIC3/ZNF358",88
"GO:2000779","GO:2000779","regulation of double-strand break repair","61/5323","111/14636",4.74873366117859e-05,0.00288994362808869,0.00244696651814115,"ABL1/ACTB/ACTL6A/ACTR2/ARID1B/ARID2/ATR/ATRIP/BCL7A/BCL7B/BCL7C/BRD7/DMAP1/DPF1/DPF2/EPC2/FANCB/FOXM1/FUS/HELB/HSF1/KAT5/KLHL15/MAD2L2/MAGEF1/MEAF6/MORF4L2/NUDT16L1/OGG1/OTUB1/PARP1/PARP3/PBRM1/PIAS4/POT1/PPP4R2/RAD51AP1/RECQL5/RMI2/RNF169/RPA2/RUVBL1/RUVBL2/SENP3/SETD2/SIRT6/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SPIRE2/TERF2IP/TFIP11/TIMELESS/TP53BP1/TRRAP/TWIST1/UBE2N/UBQLN4/WDR48",61
"GO:0032543","GO:0032543","mitochondrial translation","65/5323","120/14636",4.96177923212949e-05,0.00297241587124757,0.00251679722892884,"AARS2/ALKBH1/AURKAIP1/C1QBP/EARS2/GADD45GIP1/GATC/GFM1/GFM2/IARS2/LARS2/MRPL1/MRPL11/MRPL12/MRPL14/MRPL15/MRPL20/MRPL23/MRPL27/MRPL28/MRPL3/MRPL30/MRPL33/MRPL35/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL44/MRPL45/MRPL46/MRPL47/MRPL49/MRPL51/MRPL52/MRPL53/MRPL54/MRPL9/MRPS10/MRPS11/MRPS12/MRPS15/MRPS16/MRPS18A/MRPS18B/MRPS2/MRPS23/MRPS25/MRPS35/MRPS5/MRPS7/MTG1/MTRF1/NGRN/QRSL1/RARS2/RMND1/RPUSD4/SHMT2/TACO1/TRUB2/TSFM/WARS2",65
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","87/5323","170/14636",5.14860048272394e-05,0.00303688219242517,0.00257138200627055,"ABL1/ACER2/ATAD5/ATR/ATRIP/ATRX/BABAM1/BCL3/BID/BRCA1/BRCC3/BRIP1/BRSK1/CASP2/CCND1/CCNG1/CD44/CDK5RAP3/CDKN1A/CEP63/CUL4A/DDX5/DOT1L/DTL/E2F1/EIF2AK4/EME1/EME2/FOXM1/FZR1/GADD45A/GRB2/GTSE1/HUS1/IER3/ING4/INTS7/KAT5/MAD2L2/MAP2K6/MAPK3/MBTPS2/MDM2/MDM4/MSH2/MSX1/MUS81/MYO6/NBN/NDRG1/NEK11/PAXIP1/PLK1/PLK2/PLK3/PMAIP1/PPM1D/PRPF19/PSMD10/PTPN11/PTTG1IP/RFWD3/RINT1/RNASEH2B/RPA2/RPA4/RPL26/RPS27L/SESN2/SNAI2/SOX4/SPRED1/TELO2/TFAP4/TIPRL/TOPBP1/TP53BP1/TRIAP1/TWIST1/UFL1/USP10/USP28/WAC/XPC/ZMPSTE24/ZNF385A/ZNHIT1",87
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","129/5323","269/14636",5.62744734698263e-05,0.00326903532247446,0.00276795017832447,"ACD/ACTB/ACTL6A/ACTR2/ACTR5/AKT1/ARID1B/ARID2/ATAD5/ATR/ATRX/AURKB/BABAM1/BAX/BCL7A/BCL7B/BCL7C/BRCA1/BRCC3/BRD7/BRPF3/CCNA2/CCT2/CCT3/CCT5/CCT6A/CCT7/CDC25A/CDC42/CDKN1A/CEBPG/CHTF8/CIZ1/CTNNB1/DBF4/DBF4B/DHX9/DKC1/DMAP1/DNA2/DPF1/DPF2/EGFR/EPC2/ERCC2/EXOSC3/EXOSC6/EYA1/EYA3/EYA4/FAM168A/FANCB/FGF2/FOXM1/FUS/GCH1/GLI1/GLI2/GNL3/HMBOX1/HMGB1/HNRNPD/HSF1/HSP90AA1/HSP90AB1/IGF1R/INO80/INO80D/INO80E/KAT5/KLF4/LPIN1/MAD2L2/MAP2K4/MAP3K4/MAPK1/MAPK3/MAPKAPK5/MCRS1/MEAF6/MECP2/MLH1/MORF4L2/MSH2/MYC/NBN/NFRKB/OTUD4/PARM1/PARN/PARP1/PARP3/PAXIP1/PBRM1/PIAS4/PKIB/PMS2/POT1/PPARGC1A/PRKD2/RAD50/RAD51AP1/RNF168/RUVBL1/RUVBL2/SIRT6/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMOC2/SPIRE2/TERF2IP/TFRC/TGFB1/TIMELESS/TOX/TP53BP1/TRIM28/TRRAP/UBE2N/UCHL5/USP7/WDR48/WEE1/WIZ/XRCC5",129
"GO:0014044","GO:0014044","Schwann cell development","26/5323","38/14636",5.86759406764726e-05,0.003357665023188,0.00284299451761574,"AKT1/AKT2/ARHGEF10/CDK5/CNTNAP1/DAG1/DICER1/ERBB2/ERBB3/GRB2/HRAS/ITGB4/LAMB2/MAPK1/MAPK3/MED12/NDRG1/NTRK2/PLEC/POU3F2/PPP3R1/RAF1/SIRT2/SKI/SLC25A46/SOD1",26
"GO:0021762","GO:0021762","substantia nigra development","27/5323","40/14636",6.11809182522778e-05,0.00344952412616519,0.00292077324907159,"ACTB/BASP1/CALM1/CALM2/CALM3/CDC42/CKB/CNP/COX6B1/FGF2/GLUD1/GNB4/HSPA5/INA/MAPKAP1/MBP/NDUFS3/PADI2/POTEE/RHOA/SEC16A/SIRT2/SYNGR3/SYPL2/YWHAE/YWHAQ/ZNF430",27
